순번,시도본부,소방서,119안전센터명,주소,latitude,longtitude
823,경북소방본부,포항북부소방서, 포항북부_덕산 ,경상북도 포항시 북구 중앙로 332,36.0425165178792,129.36612464594
824,경북소방본부,포항북부소방서, 두호 ,경상북도 퐁항시 북구 삼호로 305,0,0
825,경북소방본부,포항북부소방서, 흥해 ,경상북도 포항시 북구 흥해읍 중성로 67,36.1091931901664,129.350482936048
826,경북소방본부,포항북부소방서, 장량 ,경상북도 포항시 북구 법원로 158,36.0887462293004,129.387693096853
827,경북소방본부,포항남부소방서, 일월 ,경상북도 포항시 남구 동해안로 5890,35.9933845880943,129.418921720212
828,경북소방본부,포항남부소방서, 해도 ,경상북도 포항시 남구 중앙로 118,36.023615615889,129.368661886355
829,경북소방본부,포항남부소방서, 제철 ,경상북도 포항시 남구 철강로 360,35.9784401511501,129.378294484115
830,경북소방본부,포항남부소방서, 연일 ,경상북도 포항시 남구 연일읍 철강로 10 (연일119안전센터),35.9916088024287,129.344154236178
831,경북소방본부,포항남부소방서, 효자 ,경상북도 포항시 남구 지곡로212번길 45,36.0294554160021,129.325532058198
832,경북소방본부,포항남부소방서, 오천 ,경상북도 포항시 남구 오천읍 해병로 369,35.9627731646523,129.409538071515
833,경북소방본부,포항남부소방서, 구룡포 ,경상북도 포항시 남구 구룡포읍 호미로 265,35.9910263639309,129.55938889163
834,경북소방본부,포항남부소방서, 울릉 ,경상북도 울릉군 울릉읍 울릉순환로 415,37.4842311144687,130.8980995951
835,경북소방본부,경주소방서, 황오 ,경상북도 경주시 알천남로 276,35.8440856621929,129.228398398755
836,경북소방본부,경주소방서, 경주_동부 ,경상북도 경주시 중앙로 59,35.8451808692264,129.211467653835
837,경북소방본부,경주소방서, 불국사 ,경상북도 경주시 불국신택지4길 4,35.783852680819,129.327475386132
838,경북소방본부,경주소방서, 보문 ,경상북도 경주시 경감로 587-8,35.834926825627,129.287086207621
839,경북소방본부,경주소방서, 용황 ,경상북도 경주시 공단로 25,35.8753010485925,129.217069555609
840,경북소방본부,경주소방서, 안강 ,경상북도 경주시 안강읍 안강중앙로 146,35.9932489664402,129.215912045669
841,경북소방본부,경주소방서, 경주_외동 ,경상북도 경주시 외동읍 입실로1길 78-15,35.71680083689,129.327293683107
842,경북소방본부,경주소방서, 감포 ,경상북도 경주시 감포읍 감포로8길 14-6,35.8071323953322,129.501271817655
843,경북소방본부,경주소방서, 건천 ,경상북도 경주시 건천읍 내서로 1065,35.8529548936357,129.100209060737
844,경북소방본부,김천소방서, 지좌 ,경상북도 김천시 황산로 67,36.1169828774015,128.138197827916
845,경북소방본부,김천소방서, 다수 ,경상북도 김천시 영남대로 1246,36.1274005536936,128.07286306873
846,경북소방본부,김천소방서, 대광 ,경상북도 김천시 공단로 152-36,36.1483546513498,128.138009094439
847,경북소방본부,김천소방서, 지례 ,경상북도 김천시 지례면 장터길 115,35.9900641581425,128.030582413276
848,경북소방본부,김천소방서, 아포 ,경상북도 김천시 아포읍 아포공단길 45,36.1665543304616,128.25497221683
849,경북소방본부,안동소방서, 법흥 ,경상북도 안동시 육사로 301,36.5610425854574,128.737283221629
850,경북소방본부,안동소방서, 용상 ,경상북도 안동시 마들6길 27,36.5507967700038,128.761745143609
851,경북소방본부,안동소방서, 풍산 ,경상북도 안동시 풍산읍 풍산태사로 1162,36.5803369328111,128.581904287983
852,경북소방본부,안동소방서, 안동_옥동 ,경상북도 안동시 광명로 85,36.5587275983537,128.694258986378
853,경북소방본부,안동소방서, 청송 ,경상북도 청송군 청송읍 길안청송로 1630,36.4338705449257,129.041896479636
854,경북소방본부,안동소방서, 영양 ,경상북도 영양군 영양읍 군민회관길 42-14,36.6595306168991,129.11647700759
855,경북소방본부,안동소방서, 진보 ,경상북도 청송군 진보면 청송로 6346,36.5212786477136,129.039583874716
856,경북소방본부,안동소방서, 안동_입암 ,경상북도 영양군 입암면 입암로 153,36.5981137982651,129.087205190532
857,경북소방본부,구미소방서, 구미_공단 ,경상북도 구미시 수출대로 112,36.1105438132303,128.376521985916
858,경북소방본부,구미소방서, 구미_송정 ,경상북도 구미시 백산로 207,36.1142652285029,128.351052767573
859,경북소방본부,구미소방서, 원평 ,경상북도 구미시 산업로 174,36.1286747759188,128.340637303124
860,경북소방본부,구미소방서, 구미_봉곡 ,경상북도 구미시 봉곡동로 48,36.1546316933164,128.315391252882
861,경북소방본부,구미소방서, 인동 ,경상북도 구미시 이계북로 147,36.1061039267216,128.41838118213
862,경북소방본부,구미소방서, 선산 ,경상북도 구미시 선산읍 선산대로 1400-13,36.2394246280629,128.305003300981
863,경북소방본부,구미소방서, 해평 ,경상북도 구미시 해평면 강동로 1663,36.1988933179385,128.391099400293
864,경북소방본부,구미소방서, 상림 ,경상북도 구미시 상림로 45,36.0900146719196,128.360358338795
865,경북소방본부,구미소방서, 구미_옥계 ,경상북도 구미시 산동면 산호대로41길 4,36.1388358600764,128.439443684298
866,경북소방본부,구미소방서, 고아 ,경상북도 구미시 고아읍 선산대로 821,36.1996110306163,128.339436560136
867,경북소방본부,영주소방서, 문수 ,경상북도 영주시 문수면 적서로448번길17,36.7919759999712,128.633121885404
868,경북소방본부,영주소방서, 가흥 ,경상북도 영주시 선비로 181,36.8207832045621,128.619011474167
869,경북소방본부,영주소방서, 풍기 ,경상북도 영주시 풍기읍 기주로 159,36.873234041835,128.519081766731
870,경북소방본부,영주소방서, 봉화 ,경상북도 봉화군 봉화읍 문수로 42,36.9001890901319,128.735760798053
871,경북소방본부,영주소방서, 춘양 ,경상북도 봉화군 춘양면 소천로 22,36.9217777651533,128.920948618578
872,경북소방본부,영주소방서, 명호 ,경상북도 봉화군 명호면 도천길 18-46,36.8582247757022,128.9017806103
873,경북소방본부,영천소방서, 영천_동부 ,경상북도 영천시 호국로 187,35.9776356060849,128.957861366269
874,경북소방본부,영천소방서, 영천_남부 ,경상북도 영천시 한방로 176-0,35.9389341057518,128.947281768117
875,경북소방본부,영천소방서, 영천_금호 ,경상북도 영천시 금호읍 오계공단길 5,35.9137904542333,128.887565907491
876,경북소방본부,영천소방서, 신녕 ,경상북도 영천시 신령면 어릿골길 11,0,0
877,경북소방본부,상주소방서, 서성 ,경상북도 상주시 상산로 322,36.4196352874884,128.159536212948
878,경북소방본부,상주소방서, 함창 ,경상북도 상주시 함창읍 가야로 46-1,36.5664732877647,128.178392974115
879,경북소방본부,상주소방서, 청리 ,경상북도 상주시 청리면 마공공단로 152,36.3185293440531,128.126084035105
880,경북소방본부,상주소방서, 화서(신설) ,경상북도 상주시 화서면 상현무동길 5,36.4463518241312,127.948054117454
881,경북소방본부,문경소방서, 점촌 ,경상북도 문경시 중앙로 305,36.6100851919393,128.209543173171
882,경북소방본부,문경소방서, 모전 ,경상북도 문경시 모전로 173,36.5962720221611,128.187945787106
883,경북소방본부,문경소방서, 가은 ,경상북도 문경시 가은읍 가은로 126,36.6422224173453,128.062684532972
884,경북소방본부,문경소방서, 문경 ,경상북도 문경시 문경읍 새재로 501,36.734819727557,128.102529719044
885,경북소방본부,문경소방서, 문경_예천 ,경상북도 예천군 예천읍 양궁로 61-12,36.6481508023558,128.463414975397
886,경북소방본부,문경소방서, 지보 ,경상북도 예천군 지보면 지보로 247,36.5385408081694,128.382810817091
887,경북소방본부,문경소방서, 도청(신설) ,경상북도 예천군 호명면 도청대로 19,36.5758416966887,128.467944543508
888,경북소방본부,경산소방서, 압량 ,경상북도 경산시 압량면 김유신로 12,35.8384638503274,128.769710248433
889,경북소방본부,경산소방서, 경산_중앙 ,경상북도 경산시 장산로 143,35.8187285703387,128.74077341012
890,경북소방본부,경산소방서, 하양 ,경상북도 경산시 하양읍 대경로 793,35.9151376297434,128.825771901657
891,경북소방본부,경산소방서, 진량 ,경상북도 경산시 진량읍 공단2로 72,0,0
892,경북소방본부,경산소방서, 자인 ,경산북도 경산시 자인면 금학로 25-11,0,0
893,경북소방본부,의성소방서, 의성_봉양 ,경상북도 의성군 봉양면 경북대로 4741,36.310464902235,128.598674518672
894,경북소방본부,의성소방서, 의성 ,경상북도 의성군 의성읍 홍술로 187,36.3582669409566,128.699140837471
895,경북소방본부,의성소방서, 안계 ,경상북도 의성군 안계면 안계길 100,36.3827113241952,128.441022523713
896,경북소방본부,의성소방서, 군위 ,경상북도 군위군 군위읍 군위공단길 65,36.2075740673905,128.560419266803
897,경북소방본부,의성소방서, 의흥 ,경상북도 군위군 의흥면 읍내길 23,36.1767091622202,128.713969534986
898,경북소방본부,영덕소방서, 영덕 ,경상북도 영덕군 영덕읍 경동로 8401,36.4167056350812,129.371005635834
899,경북소방본부,영덕소방서, 강구 ,경상북도 영덕군 강구면 강산로 38,36.3513746281057,129.374743941336
900,경북소방본부,영덕소방서, 영해 ,경상북도 영덕군 영해면 창수영해로 481,36.5423929461126,129.395744423015
901,경북소방본부,경산소방서, 청도 ,경상북도 청도군 청도읍 중앙로 192-34,35.6482102092262,128.763171816443
902,경북소방본부,경산소방서, 풍각 ,경상북도 청도군 풍각면 송서로 64,35.6388737606515,128.617756696482
903,경북소방본부,경산소방서, 경산_금천 ,경상북도 청도군 금천면 청려로 4363,35.6900320765226,128.895211087607
904,경북소방본부,고령소방서, 대가야 ,경상북도 고령군 대가야읍 벽화길18,35.7240226227442,128.268697701522
905,경북소방본부,고령소방서, 다산 ,경상북도 고령군 다산면 다산로 506,35.8152430704121,128.434972526967
906,경북소방본부,성주소방서, 성주 ,경상북도 성주군 성주읍 주산로 193,35.9340004822943,128.304816906294
907,경북소방본부,성주소방서, 선남(신설) ,경상북도 성주군 선남면 도성3길 39-17,35.8823773018661,128.366731832857
908,경북소방본부,칠곡소방서, 왜관 ,경상북도 칠곡군 기산면 칠곡대로 1216,35.9956400828997,128.388068797121
909,경북소방본부,칠곡소방서, 칠곡_북삼 ,경상북도 칠곡군 북삼읍 안산2길 46,36.0668286359458,128.33737687325
910,경북소방본부,칠곡소방서, 칠곡_금산 ,경상북도 칠곡군 왜관읍 공단로 194,35.9677825570407,128.417081936691
911,경북소방본부,칠곡소방서, 칠곡_가산 ,경상북도 칠곡군 가산면 다부원1길 57,36.0458615506672,128.520497260269
912,경북소방본부,칠곡소방서, 석적 ,경상북도 칠곡군 석적읍 유학로 140,36.0735476071222,128.423801367666
913,경북소방본부,울진소방서, 울진 ,경상북도 울진군 울진읍 울진북로 508,36.9934402559946,129.394576123661
914,경북소방본부,울진소방서, 죽변 ,경상북도 울진군 죽변면 하죽로 1841,37.0548287615873,129.412520751642
915,경북소방본부,울진소방서, 후포 ,경상북도 울진군 후포면 실배길 28-1,36.6891566680962,129.445222735434
916,경북소방본부,울진소방서, 온정 ,경상북도 울진군 온정면 백암온천로 1315,36.721141409695,129.347544756163
917,경남소방본부,진주소방서,상대,경남 진주시 동진로 249,35.180370199356,128.11847357055
918,경남소방본부,진주소방서,중앙,경남 진주시 북장대로 64번길 14,35.1958940138334,128.074566128619
919,경남소방본부,진주소방서,천전,경남 진주시 강남로 167번길 16,35.1828547887809,128.094085495375
920,경남소방본부,진주소방서,평거,경남 진주시 순환로 565,35.1741132059132,128.058798697476
921,경남소방본부,진주소방서,문산,경남 진주시 문산읍 월아산로 979,35.1587789377568,128.163599098012
922,경남소방본부,통영소방서,죽림,경남 통영시 광도면 죽림4로 49,34.8835287072292,128.419017468271
923,경남소방본부,통영소방서,무전,경남 통영시 원문로 71,34.8592726754868,128.420799728294
924,경남소방본부,통영소방서,서호,경남 통영시 중앙로 91-8,34.8422860876429,128.41920043501
925,경남소방본부,통영소방서,도남,경남 통영시 도남로257,34.8283404402397,128.432251534339
926,경남소방본부,사천소방서,동금,경남 사천시 남일로 29,34.9331396362317,128.079760850576
927,경남소방본부,사천소방서,사남,경남 사천시 사남면 공단2로 53,35.0638939781766,128.067095039812
928,경남소방본부,사천소방서,사천읍,경남 사천시 사천읍 무산로 21,35.0876714418732,128.087711002488
929,경남소방본부,사천소방서,곤양,경남 사천시 곤양면 곤북로 64,35.0555262065095,127.954291216341
930,경남소방본부,김해동부소방서,삼정,경남 김해시 김해대로 2507,35.2285973748818,128.90139721989
931,경남소방본부,김해동부소방서,동상,경남 김해시 분성로 335번지 38-1,0,0
932,경남소방본부,김해동부소방서,내외,경남 김해시 내외로 77,35.2349618645055,128.865503374838
933,경남소방본부,김해동부소방서,상동,경남 김해시 상동면 상동로 637,35.3120169445789,128.93786890438
934,경남소방본부,김해동부소방서,생림,경남 김해시 생림면 봉림로 106,35.3337230054088,128.847321467808
935,경남소방본부,김해동부소방서,북부,경남 김해시 해반천로 166,35.2629272517379,128.867607201053
936,경남소방본부,김해서부소방서,진영,경남 김해시 진영읍 장등로 4,35.3066384048935,128.735351270333
937,경남소방본부,김해서부소방서,장유,경남 김해시 장유면 번화2로 12,35.1901911524639,128.806265511633
938,경남소방본부,김해서부소방서,진례,경남 김해시 진례면 담안로 50,35.2526304081393,128.753164139649
939,경남소방본부,김해서부소방서,한림,경남 김해시 한림면 한림로 401번길 50,35.323250599869,128.800390549518
940,경남소방본부,김해서부소방서,주촌,경남 김해시 주촌면 서부로 1784,0,0
941,경남소방본부,밀양소방서,삼문,경남 밀양시 밀양대로 1760,35.4828106574279,128.75340527354
942,경남소방본부,밀양소방서,하남,경남 밀양시 하남읍 명례로 108,35.3684259132007,128.733157919494
943,경남소방본부,밀양소방서,가곡,경남 밀양시 용두로 5,35.4785888844849,128.764787272186
944,경남소방본부,밀양소방서,삼랑진,경남 밀양시 삼랑진읍 삼랑진로 16-3,35.3840409759692,128.822859278975
945,경남소방본부,밀양소방서,산동,경남 밀양시 산외면 산외로 679,35.5097465911257,128.837298739664
946,경남소방본부,거제소방서,장승포,경남 거제시 능포로 77,34.8715094783023,128.729100303181
947,경남소방본부,거제소방서,옥포,경남 거제시 진목로 1,34.8961398353134,128.686169060831
948,경남소방본부,거제소방서,신현,경남 거제시 계룡로 52,34.8757913527256,128.626860019633
949,경남소방본부,거제소방서,거제,경남 거제시 거제면 거제남서로 3429,34.8472586669458,128.589036017517
950,경남소방본부,거제소방서,연초,경남 거제시 연초면 거제북로1,34.9122746317328,128.652641289026
951,경남소방본부,거제소방서,동부,경남 거제시 동부면 거제대로 957,34.7753738548093,128.64131283801
952,경남소방본부,양산소방서,중앙,경남 양산시 신기로 13 ,35.3521171141371,129.042448805706
953,경남소방본부,양산소방서,웅상,경남 양산시 웅상대로 1120,35.3979832008003,129.162494405163
954,경남소방본부,양산소방서,물금,경남 양산시 물금읍 황산로 719,35.334037727195,129.010028157045
955,경남소방본부,양산소방서,하북,경남 양산시 하북면 양산대로 2255-38,35.4631404563117,129.080179007249
956,경남소방본부,양산소방서,중부,경남 양산시 양산역 6길 27,35.3372820514857,129.028981107572
957,경남소방본부,양산소방서,평산,경남 양산시 내연4길 9,35.375022332193,129.146844596229
958,경남소방본부,의령소방서,의령,경남 의령군 의령읍 의병로 108-17,35.3195841685313,128.248332211555
959,경남소방본부,의령소방서,부림,경남 의령군 부림면 대한로 1666,35.4637115247197,128.314713909678
960,경남소방본부,함안소방서,가야,경남 함안군 가야읍 선왕길 59,35.2862017245989,128.399985659108
961,경남소방본부,함안소방서,칠원,경남 함안군 칠원읍 용산2길 121,35.3118364519425,128.513848003021
962,경남소방본부,함안소방서,군북,경남 함안군 군북면 함마대로 760,35.2645620634309,128.343283275395
963,경남소방본부,창녕소방서,창녕,경남 창녕군 대지면 우포2로 1097,35.5504486992367,128.479127234115
964,경남소방본부,창녕소방서,남지,경남 창녕군 남지읍 동포로 64,35.3949422043418,128.480909566495
965,경남소방본부,창녕소방서,부곡,경남 창녕군 부곡면 원앙로 184,35.4377281701604,128.588610184614
966,경남소방본부,고성소방서,고성,경남 고성군 고성읍 남해안대로 2670,34.9811302254922,128.330848563937
967,경남소방본부,고성소방서,회화,경남 고성군 회화면 영희로 2211,0,0
968,경남소방본부,고성소방서,거류,경남 고성군 거류면 봉암 1길 9,35.0011933577984,128.402900457812
969,경남소방본부,남해소방서,남해,경남 남해군 남해읍 스포츠로 81,34.8295889565565,127.892687672548
970,경남소방본부,남해소방서,삼동,경남 남해군 삼동면 동부대로 1795,34.829655861184,128.006133146284
971,경남소방본부,하동소방서,금성,경남 하동군 금성면 금성로 15,34.9778823311712,127.79554193032
972,경남소방본부,하동소방서,하동,경남 하동군 적량면 공설운동장로 169,35.0622707196415,127.774331832159
973,경남소방본부,하동소방서,진교,경남 하동군 진교면 진양로 27,35.0253035344238,127.901340778657
974,경남소방본부,산청소방서,산청,경남 산청군 산청읍 중앙로 76-7,35.415243276797,127.883456642555
975,경남소방본부,산청소방서,단성,경남 산청군 단성면 사직단로 447-8,35.2978050689945,127.958331211189
976,경남소방본부,함양소방서,함양,경남 함양군 함양읍 인당 강변길 58,35.5100387524758,127.732293504267
977,경남소방본부,함양소방서,안의,경남 함양군 안의면 금성길 19,35.629164645639,127.810365352407
978,경남소방본부,거창소방서,대평,경남 거창군 거창읍 거함대로 3324,35.6776118549455,127.923453467851
979,경남소방본부,거창소방서,위천,경남 거창군 위천면 원학길 321,35.7492412117349,127.832688102424
980,경남소방본부,거창소방서,가조,경남 거창군 가조면 마상3길 32,35.7115185185747,128.016500308856
981,경남소방본부,합천소방서,합천,경남 합천군 합천읍 인덕로 2453,35.5728082963192,128.148537456579
982,경남소방본부,합천소방서,초계,경남 합천군 초계면 양동로 6-16,35.5568996138249,128.261649508198
983,제주소방본부,제주소방서,이도,제주특별자치도 제주시 중앙로 342,33.4908890396985,126.53665931458
984,제주소방본부,제주소방서,삼도,제주특별자치도 제주시 탑동로 101,33.5158569747162,126.517102714754
985,제주소방본부,제주소방서,오라,제주특별자치도 제주시 서광로2길 24,33.4950621500521,126.518797458105
986,제주소방본부,제주소방서,연동,제주특별자치도 제주시 문송길 14,33.4884783809682,126.497118009474
987,제주소방본부,제주소방서,항만,제주특별자치도 제주시 임항로 146,33.5200945592869,126.539070333762
988,제주소방본부,제주소방서,화북,제주특별자치도 제주시 동화로1길 3,33.5194277237866,126.573496162919
989,제주소방본부,제주소방서,노형,제주특별자치도 제주시 광평동로 2,33.4810852092011,126.472241811692
990,제주소방본부,서귀포소방서,동홍,제주특별자치도 서귀포시 동홍로 31,33.2510259892152,126.567175334694
991,제주소방본부,서귀포소방서,중문,제주특별자치도 서귀포시 천제연로 164 ,33.2520529583312,126.42211359136
992,제주소방본부,서귀포소방서,대륜,제주특별자치도 서귀포시 신중로 46 ,33.2546983435833,126.509909386758
993,제주소방본부,서귀포소방서,효돈,제주특별자치도 서귀포시 일주동로 8234 ,33.2607823704045,126.607759221577
994,제주소방본부,서부소방서_제주,한림,제주특별자치도 제주시 한림읍 한림중앙로 150,33.4025227906394,126.270278371374
995,제주소방본부,서부소방서_제주,애월,제주특별자치도 제주시 애월읍 일주서로 6513,33.4666644100904,126.348761047496
996,제주소방본부,서부소방서_제주,대정,제주특별자치도 서귀포시 대정읍 일주서로 2717,33.2325148792789,126.24085537673
997,제주소방본부,서부소방서_제주,한경,제주특별자치도 제주시 한경면 일주서로 4218,33.342696870172,126.182849104955
998,제주소방본부,서부소방서_제주,안덕,제주특별자치도 서귀포시 안덕면 화순서서로 2,33.2512032213501,126.330857823546
999,제주소방본부,서부소방서_제주,영어교육도시,제주특별자치도 서귀포시 대정읍 에듀시티로 238,33.2789362501311,126.273274761791
1000,제주소방본부,동부소방서_제주,동부(제주)_성산,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,33.4602889421094,126.909648974203
1001,제주소방본부,동부소방서_제주,구좌,제주특별자치도 제주시 구좌읍 세화14길 8,33.520306207027,126.860089697178
1002,제주소방본부,동부소방서_제주,조천,제주특별자치도 제주시 조천읍 신북로 337 ,33.5410795156401,126.646877231961
1003,제주소방본부,동부소방서_제주,남원,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23 ,33.2814930700222,126.708432427227
1004,제주소방본부,동부소방서_제주,표선,제주특별자치도 서귀포시 표선면 표선관정로 39-16,33.3271672192491,126.827721998037
1005,창원소방본부,창원소방서,창원_신월,경남 창원시 의창구 상남로 165 신월119안전센터,0,0
1006,창원소방본부,창원소방서,창원_외동,경남 창원시 성산구 창원대로 786 외동119안전센터,35.2140027737442,128.675891953556
1007,창원소방본부,창원소방서,소답,경남 창원시 의창구 의안로44번길 5 소답119안전센터,35.2657131054034,128.624617898192
1008,창원소방본부,창원소방서,봉곡,경남 창원시 의창구 지귀로 127 봉곡119안전센터,35.2451336486219,128.658713635289
1009,창원소방본부,창원소방서,차룡,경남 창원시 의창구 창원대로204번길 15 차룡119안전센터,35.2429116847119,128.622899564933
1010,창원소방본부,창원소방서,가음정,경남 창원시 성산구 대정로 39 가음정119안전센터,35.2078512540519,128.698564219559
1011,창원소방본부,창원소방서,대원,경남 창원시 의창구 두대로55번길 11 대원119안전센터,0,0
1012,창원소방본부,창원소방서,동읍,경남 창원시 의창구 동읍 동읍로71번길 14-14 동읍119안전센터,35.2810610183207,128.682624932743
1013,창원소방본부,창원소방서,대산,경남 창원시 의창구 대산면 봉강가술로 583 대산119안전센터,35.3334169572778,128.705787629659
1014,창원소방본부,창원소방서,웅남,경남 창원시 성산구 봉양로 406 웅남119안전센터,35.2077268840801,128.626978758404
1015,창원소방본부,창원소방서,북면,경남 창원시 의창구 북면 천주로1150번길 15-22 북면119안전센터,35.3528492552382,128.610973595609
1016,창원소방본부,마산소방서,마산_중앙,경남 창원시 마산합포구 제2부두로 55 중앙119안전센터,35.1981175133486,128.574764787018
1017,창원소방본부,마산소방서,남성,경남 창원시 마산합포구 남성로 114 남성119안전센터,35.2048524966642,128.575157368622
1018,창원소방본부,마산소방서,삼진,경남 창원시 마산합포구 진동면 해양관광로 52 삼진119안전센터,35.1109064894615,128.489123275562
1019,창원소방본부,마산소방서,석전,경남 창원시 마산회원구 양덕옛1길 62 석전119안전센터,35.2273307402445,128.575588916094
1020,창원소방본부,마산소방서,양봉,경남 창원시 마산회원구 자유무역1길 22 양봉119안전센터,35.2120223205475,128.589000992779
1021,창원소방본부,마산소방서,마산_구암,경남 창원시 마산회원구 팔용로 260 구암119안전센터,35.248318329725,128.599298212327
1022,창원소방본부,마산소방서,내서,경남 창원시 마산회원구 내서읍 중리공단로 104 내서119안전센터,35.2402020292591,128.509684452366
1023,창원소방본부,마산소방서,호계,경남 창원시 마산회원구 내서읍 호계본동3길 59-10 호계119안전센터,35.2677183649852,128.520819830236
1024,창원소방본부,진해소방서(본부),대흥,경남 창원시 진해구 백구로 72 대흥119안전센터,35.1510381077888,128.65843421276
1025,창원소방본부,진해소방서(본부),진해(본부)_이동,경남 창원시 진해구 충장로 434 이동119안전센터,35.1499169877676,128.69742516319
1026,창원소방본부,진해소방서(본부),웅동,경남 창원시 진해구 남의로 11 웅동119안전센터,35.1157976276246,128.78306416174
1027,창원소방본부,진해소방서(본부),용원,경남 창원시 진해구 용원로 43 용원119안전센터,35.0999023620793,128.814112050876
